Image,MSE,PSNR,SSIM
0091,96.78449148539625,28.272745882899635,0.8485031135937069
0092,208.3049074925109,24.943808591783906,0.7879425629531454
0093,244.22044490310745,24.25298342794939,0.68482045762288
0094,239.3553913861142,24.34037146627261,0.7438939082657665
0095,68.08414562727746,29.800343688995483,0.8278193018428728
AVERAGE,171.34987617888126,26.32205061158021,0.7785958688556743
